id,line,section,subsection,todo_checked,priority,task,repo_status,owner,evidence_paths,audit_note,pr_bucket,rank_score
TODO-316,572,"17. Admin, Support, and Internal Operations",17.1 Admin console,,high,Add break-glass access policy.,Missing,product/ops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; README.md; SECURITY.md; bicep/azure_dev_box.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-317,576,"17. Admin, Support, and Internal Operations",17.2 Support workflows,,high,"Create playbooks for login issues, consent issues, billing issues, incorrect lessons, data export, erasure, suspected compromise, and account recovery.",Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,125
TODO-318,577,"17. Admin, Support, and Internal Operations",17.2 Support workflows,,high,Add user-facing help center docs.,Missing,devops,CHANGELOG.md; LLM_Integration_Roadmap.md; Makefile; wsl_copilot.sh; docs/API_REFERENCE.md; docs/LLM_Phase3_Finetuning.md; scripts/build_focused_caps_dataset.py; scripts/build_guardrails_dataset.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-319,578,"17. Admin, Support, and Internal Operations",17.2 Support workflows,,medium,Add support ticket integration and support macros.,Missing,product/ops,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; pytest.ini; RoadMap.md; SECURITY.md; bicep/main.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-320,582,"17. Admin, Support, and Internal Operations",17.3 Content operations,,high,Build content review workflow with reviewer roles.,Missing,product/ops,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; SECURITY.md; app/api_v2.py; bicep/container_apps.parameters.json; docker/inference_server.py; docs/API_REFERENCE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-321,583,"17. Admin, Support, and Internal Operations",17.3 Content operations,,high,Add lesson approval queue.,Missing,product/ops,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; app/api_v2.py; docker/inference_server.py; docs/AI_AGENT_SKILLS_MANIFEST.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-322,584,"17. Admin, Support, and Internal Operations",17.3 Content operations,,medium,"Add versioned content publishing, rollback, and topic coverage dashboard.",Missing,frontend,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; pytest.ini; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-323,592,18. Documentation,18.1 Developer docs,,critical,Keep README accurate and current.,Missing,backend/product,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; README.md; RoadMap.md; SECURITY.md; wsl_copilot.sh,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,125
TODO-324,593,18. Documentation,18.1 Developer docs,,critical,"Add local setup troubleshooting for Docker, database, Redis, frontend installs, migrations, and tests.",Missing,frontend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,145
TODO-325,594,18. Documentation,18.1 Developer docs,,high,"Add backend architecture docs for request lifecycle, auth, consent, diagnostics, lesson generation, billing, and audit.",Partial,security/backend,docs/architecture.md; docs/architecture,Repo contains related evidence; completion needs targeted validation/tests.,PR-004 POPIA consent/data-rights/audit,130
TODO-326,595,18. Documentation,18.1 Developer docs,,high,"Add frontend architecture docs for routing, state management, API client, auth handling, and component conventions.",Partial,frontend,docs/architecture.md; docs/architecture,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,120
TODO-327,596,18. Documentation,18.1 Developer docs,,high,"Add testing, deployment, debugging, and performance guides.",Missing,devops,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; SECURITY.md; bicep/container_apps.bicep,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-328,600,18. Documentation,18.2 Compliance docs,,critical,Keep POPIA docs synchronized with actual code behavior.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-329,601,18. Documentation,18.2 Compliance docs,,critical,"Draft privacy notice, child-friendly privacy explanation, parent consent terms, and data processing notices.",Missing,compliance/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,145
TODO-330,602,18. Documentation,18.2 Compliance docs,,high,"Add data retention policy, processing inventory, subprocessor register, and DPIA-style privacy impact assessment.",Missing,compliance/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; SECURITY.md; .github/PULL_REQUEST_TEMPLATE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-331,606,18. Documentation,18.3 Product docs,,high,"Add product overview, parent guide, learner guide, teacher guide, FAQ, pricing/billing FAQ, and AI transparency FAQ.",Human-decision,ai/curriculum/backend,docs/launch_scope.md,Repo contains related evidence; completion needs targeted validation/tests.,PR-009 Product/ops/future differentiation,65
TODO-332,614,19. Analytics and Experimentation,19.1 Privacy-preserving analytics,,critical,Define analytics events with privacy review.,Missing,compliance/backend,.env.example; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; app/api_v2.py; bicep/container_apps.bicep; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,125
TODO-333,615,19. Analytics and Experimentation,19.1 Privacy-preserving analytics,,critical,Do not send raw learner PII to analytics tools.,Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,125
TODO-334,616,19. Analytics and Experimentation,19.1 Privacy-preserving analytics,,high,"Track core funnel: visit, signup started, signup completed, learner added, consent granted, diagnostic started, diagnostic completed, first lesson opened, first practice completed, parent report viewed.",Missing,compliance/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,115
TODO-335,617,19. Analytics and Experimentation,19.1 Privacy-preserving analytics,,high,"Track learning outcomes: baseline diagnostic, remediation activity, reassessment, mastery change.",Missing,compliance/backend,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-336,618,19. Analytics and Experimentation,19.1 Privacy-preserving analytics,,medium,Add analytics opt-out where appropriate and event schema validation.,Missing,compliance/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; RoadMap.md; SECURITY.md; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-337,622,19. Analytics and Experimentation,19.2 Experimentation,,medium,Add feature flags and server-side experiment assignment.,Missing,analytics/data,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; .github/PULL_REQUEST_TEMPLATE.md; docker/inference_server.py; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/Azure_Migration_Guide.md; docs/DEVELOPMENT.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-338,623,19. Analytics and Experimentation,19.2 Experimentation,,medium,"Test onboarding copy, diagnostic length, lesson explanation style, and parent report format.",Missing,analytics/data,.env.example; .pre-commit-config.yaml; alembic.ini; CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-339,624,19. Analytics and Experimentation,19.2 Experimentation,,research,Define ethical experimentation guidelines for minors and education.,Human-decision,analytics/data,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; .github/PULL_REQUEST_TEMPLATE.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/launch_scope.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-340,632,20. Performance and Scalability,20.1 Backend,,high,Profile slow endpoints.,Missing,backend/product,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; pytest.ini; RoadMap.md; SECURITY.md; app/api_v2.py; bicep/azure_dev_box.bicep; docs/AI_AGENT_SKILLS_MANIFEST.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-341,633,20. Performance and Scalability,20.1 Backend,,high,Configure DB connection pools.,Missing,backend/product,.env.example; CONTRIBUTING.md; LLM_Integration_Roadmap.md; RoadMap.md; alembic/env.py; app/api_v2.py; bicep/container_apps.bicep; docker/inference_server.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-342,634,20. Performance and Scalability,20.1 Backend,,high,"Add Redis caching for safe, non-sensitive, high-read data.",Missing,backend/product,.env.example; CHANGELOG.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; Makefile; prometheus.yml; pytest.ini,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-343,635,20. Performance and Scalability,20.1 Backend,,high,Define cache invalidation rules.,Missing,backend/product,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; prometheus.yml; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-344,636,20. Performance and Scalability,20.1 Backend,,medium,"Move report generation, exports, erasure, lesson generation, and email sending into background jobs.",Missing,compliance/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-004 POPIA consent/data-rights/audit,85
TODO-345,637,20. Performance and Scalability,20.1 Backend,,medium,Add queue backlog metrics and API response compression.,Missing,backend/product,CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; prometheus.yml; RoadMap.md; app/api_v2.py; docker/inference_server.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-346,641,20. Performance and Scalability,20.2 Frontend,,high,Measure Core Web Vitals.,Missing,frontend,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; alembic/env.py; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-347,642,20. Performance and Scalability,20.2 Frontend,,high,Optimize dashboard render time and lazy-load heavy charts.,Missing,frontend,.env.example; CHANGELOG.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-348,643,20. Performance and Scalability,20.2 Frontend,,medium,"Add image optimization, route code splitting, and skeleton states.",Missing,frontend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-349,647,20. Performance and Scalability,20.3 AI cost/performance,,high,Add per-user and per-tenant AI usage limits.,Missing,ai/curriculum/backend,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; app/api_v2.py; docs/API_REFERENCE.md; docs/LLM_Test_Gating.md; docs/POPIA_COMPLIANCE.md; k8s/api-deployment.yml; requirements/base.txt,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-350,648,20. Performance and Scalability,20.3 AI cost/performance,,high,Cache reusable generated content where privacy-safe.,Missing,compliance/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-351,649,20. Performance and Scalability,20.3 AI cost/performance,,high,Track cost by provider/model/feature.,Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-352,650,20. Performance and Scalability,20.3 AI cost/performance,,medium,Fall back from live generation to curated/static content.,Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-353,651,20. Performance and Scalability,20.3 AI cost/performance,,medium,Batch-generate common topics.,Missing,ai/curriculum/backend,LLM_Integration_Roadmap.md; wsl_copilot.sh; docs/API_REFERENCE.md; docs/ether_archetype_map.md; docs/launch_scope.md; scripts/build_focused_caps_dataset.py; scripts/prepare_training_data.py; scripts/seed_irt_items.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-354,652,20. Performance and Scalability,20.3 AI cost/performance,,research,Explore local inference for cheaper high-volume tasks.,Human-decision,ai/curriculum/backend,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; prometheus.yml; bicep/container_apps.bicep; docker/inference_server.py; docker/requirements.inference.txt,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-355,658,21. Data Science and Learning Analytics,,,high,"Define learning event schema: pseudonymous learner ID, topic, activity type, timestamp, correctness, attempt number, time spent, hint usage, confidence.",Missing,devops,.env.example; .pre-commit-config.yaml; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; Makefile,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-356,659,21. Data Science and Learning Analytics,,,high,Separate analytics warehouse from transactional DB if scale requires.,Missing,devops,.env.example; CHANGELOG.md; EduBoost_Technical_Status_Report.md; alembic/env.py; app/api_v2.py; bicep/container_apps.bicep; bicep/main.bicep; docs/AI_AGENT_SKILLS_MANIFEST.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-357,660,21. Data Science and Learning Analytics,,,high,Add anonymization or pseudonymization strategy.,Missing,devops,LLM_Integration_Roadmap.md; scripts/train_qlora.py; scripts/audit_todo_backlog.py; docs/todos/todo.md; docs/backlog/backlog_audit.md; docs/backlog/critical_path.md; docs/DOC/Tier 2 - Architecture & Design/DOC-07_Software-Design-Document_(SDD).md; docs/DOC/Tier 2 - Architecture & Design/DOC-08_Software-Architecture-Document_(SAD).md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-358,661,21. Data Science and Learning Analytics,,,medium,Add data quality checks.,Missing,devops,CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; SECURITY.md; app/api_v2.py; docs/incident_response.md; docs/LLM_Phase3_Finetuning.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-359,662,21. Data Science and Learning Analytics,,,medium,"Build parent insight cards: needs practice, improving, mastered, next focus.",Missing,devops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-360,663,21. Data Science and Learning Analytics,,,medium,"Build learner insight cards: strongest topic, practice next, mistake pattern.",Missing,devops,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-361,664,21. Data Science and Learning Analytics,,,medium,"Build teacher insights: class heatmap, misconception clusters, intervention groups.",Partial,devops,app/frontend/src,"Related file(s) exist, but requested capability was not evident/complete.",PR-009 Product/ops/future differentiation,70
TODO-362,665,21. Data Science and Learning Analytics,,,research,Evaluate fairness of recommendations across language and socioeconomic context.,Human-decision,ai/curriculum/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; docker-compose.prod.yml; docker-compose.yml; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; SECURITY.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,-5
TODO-363,671,22. Gamification and Motivation,,,high,"Ensure gamification supports learning, not compulsive engagement.",Missing,product/ops,CHANGELOG.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; README.md; RoadMap.md; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-364,672,22. Gamification and Motivation,,,high,Avoid dark patterns.,Missing,backend/product,EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/POPIA_COMPLIANCE.md; scripts/build_corrective_caps_v2.py; scripts/build_focused_caps_dataset.py; scripts/build_guardrails_dataset.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-365,673,22. Gamification and Motivation,,,high,Make mastery-based rewards more important than time-spent rewards.,Missing,backend/product,CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; Makefile; pytest.ini; README.md; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,95
TODO-366,674,22. Gamification and Motivation,,,medium,"Add badges for consistency, resilience, topic mastery, revision, and challenge completion.",Missing,backend/product,CHANGELOG.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; RoadMap.md; bicep/container_apps.bicep; docker/inference_server.py; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-367,675,22. Gamification and Motivation,,,medium,Add streak freeze or compassionate repair to prevent demotivation.,Missing,ai/curriculum/backend,EduBoost_Technical_Status_Report.md; RoadMap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md; docs/data_inventory.md; docs/five_pillars.md; docs/incident_response.md; docs/launch_scope.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-368,676,22. Gamification and Motivation,,,medium,"Let learners choose explanation style, difficulty, theme/avatar, and daily goal.",Human-decision,ai/curriculum/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; RoadMap.md; .github/PULL_REQUEST_TEMPLATE.md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-009 Product/ops/future differentiation,25
TODO-369,677,22. Gamification and Motivation,,,medium,Add growth-mindset messaging grounded in effort and strategy.,Missing,product/ops,LLM_Integration_Roadmap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/ether_archetype_map.md; docs/five_pillars.md; scripts/train_qlora.py; scripts/audit_todo_backlog.py; docs/todos/todo.md; docs/backlog/backlog_audit.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-009 Product/ops/future differentiation,65
TODO-370,685,"23. Content, Curriculum, and Pedagogy",23.1 Curriculum coverage,,critical,"Define supported launch scope: grades, subjects, terms, topics.",Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,130
TODO-371,686,"23. Content, Curriculum, and Pedagogy",23.1 Curriculum coverage,,critical,Do not claim complete CAPS coverage until verified.,Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,130
TODO-372,687,"23. Content, Curriculum, and Pedagogy",23.1 Curriculum coverage,,high,Create coverage matrix.,Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,100
TODO-373,688,"23. Content, Curriculum, and Pedagogy",23.1 Curriculum coverage,,high,Add minimum lesson count and diagnostic item count per topic.,Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,100
TODO-374,689,"23. Content, Curriculum, and Pedagogy",23.1 Curriculum coverage,,medium,Add curriculum gap roadmap.,Partial,ai/curriculum/backend,app/frontend/src; app/api_v2_routers,"Related file(s) exist, but requested capability was not evident/complete.",PR-006 AI/CAPS/diagnostics safety,70
TODO-375,693,"23. Content, Curriculum, and Pedagogy",23.2 Pedagogical quality,,high,Create lesson quality rubric and diagnostic item quality rubric.,Missing,ai/curriculum/backend,CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; playwright.config.ts; RoadMap.md; SECURITY.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,95
TODO-376,694,"23. Content, Curriculum, and Pedagogy",23.2 Pedagogical quality,,high,"Include worked examples, guided practice, independent practice, misconception feedback, retrieval practice, and spaced review.",Partial,ai/curriculum/backend,app/repositories; app/modules/diagnostics,Repo contains related evidence; completion needs targeted validation/tests.,PR-006 AI/CAPS/diagnostics safety,100
TODO-377,695,"23. Content, Curriculum, and Pedagogy",23.2 Pedagogical quality,,medium,Add concrete-representational-abstract progression for math.,Missing,ai/curriculum/backend,LLM_Integration_Roadmap.md; docs/AI_AGENT_SKILLS_MANIFEST.md; docs/API_REFERENCE.md; docs/launch_scope.md; docs/POPIA_COMPLIANCE.md; requirements/ml.txt; scripts/build_corrective_caps_v2.py; scripts/build_focused_caps_dataset.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-378,696,"23. Content, Curriculum, and Pedagogy",23.2 Pedagogical quality,,medium,Add reading-level checks and culturally relevant examples.,Missing,ai/curriculum/backend,CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; README.md; SECURITY.md; wsl_copilot.sh; app/api_v2.py,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-379,697,"23. Content, Curriculum, and Pedagogy",23.2 Pedagogical quality,,research,Partner with educators for expert review.,Human-decision,ai/curriculum/backend,docs/AI_AGENT_SKILLS_MANIFEST.md; docs/launch_scope.md; scripts/build_corrective_caps_v2.py; scripts/build_focused_caps_dataset.py; scripts/audit_todo_backlog.py; docs/backlog/critical_path.md; docs/DOC/Tier 1 - Reuirements & Concept/DOC-01_System-Requirements-Specufucation_(SRS).md; docs/DOC/Tier 1 - Reuirements & Concept/DOC-02_System-Subsystem-Specification_(SSS).md,Requires product/legal/business/education decision or empirical validation before implementation.,PR-006 AI/CAPS/diagnostics safety,-5
TODO-380,701,"23. Content, Curriculum, and Pedagogy",23.3 Multilingual pedagogy,,medium,"Add glossary support: English term, home-language term, simple explanation, example sentence.",Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; CONTRIBUTING.md; EduBoost_Technical_Status_Report.md; LLM_Integration_Roadmap.md; mkdocs.yml; pytest.ini,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-381,702,"23. Content, Curriculum, and Pedagogy",23.3 Multilingual pedagogy,,medium,Add code-switching support where educationally useful.,Missing,ai/curriculum/backend,CHANGELOG.md; CONTRIBUTING.md; pytest.ini; README.md; SECURITY.md; wsl_copilot.sh; bicep/main.bicep; docker/requirements.inference.txt,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
TODO-382,703,"23. Content, Curriculum, and Pedagogy",23.3 Multilingual pedagogy,,medium,Add teacher/parent language preference.,Missing,ai/curriculum/backend,.env.example; CHANGELOG.md; CODE_OF_CONDUCT.md; EduBoost_Technical_Status_Report.md; playwright.config.ts; SECURITY.md; app/api_v2.py; docs/AI_AGENT_SKILLS_MANIFEST.md,Only weak/indirect search hits were found; no specific implementation evidence was confirmed.,PR-006 AI/CAPS/diagnostics safety,65
